"article_name","year","yrwk_start","yrwk_end","month","week","sales","category_1","category_2","promo_01","promo_02","promo_03","promo_04","promo_05"
"1","M-CLAS JOG. VANILLE 200G",2016,"2016-01-04","2016-01-10",1,1,5421,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"2","M-CLAS JOG. VANILLE 200G",2016,"2016-01-11","2016-01-17",1,2,5126,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"3","M-CLAS JOG. VANILLE 200G",2016,"2016-01-18","2016-01-24",1,3,5165,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"4","M-CLAS JOG. VANILLE 200G",2016,"2016-01-25","2016-01-31",1,4,3711,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"5","M-CLAS JOG. VANILLE 200G",2016,"2016-02-01","2016-02-07",2,5,3976,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"6","M-CLAS JOG. VANILLE 200G",2016,"2016-02-08","2016-02-14",2,6,4962,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"7","M-CLAS JOG. VANILLE 200G",2016,"2016-02-15","2016-02-21",2,7,5237,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"8","M-CLAS JOG. VANILLE 200G",2016,"2016-02-22","2016-02-28",2,8,3762,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"9","M-CLAS JOG. VANILLE 200G",2016,"2016-02-29","2016-03-06",3,9,4700,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"10","M-CLAS JOG. VANILLE 200G",2016,"2016-03-07","2016-03-13",3,10,5274,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"11","M-CLAS JOG. VANILLE 200G",2016,"2016-03-14","2016-03-20",3,11,5409,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
