"article_name","year","yrwk_start","yrwk_end","month","week","sales","category_1","category_2","promo_01","promo_02","promo_03","promo_04","promo_05"
"1","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-01-04","2016-01-10",1,1,3070,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"2","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-01-11","2016-01-17",1,2,2803,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"3","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-01-18","2016-01-24",1,3,2860,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"4","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-01-25","2016-01-31",1,4,2620,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"5","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-02-01","2016-02-07",2,5,2635,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"6","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-02-08","2016-02-14",2,6,2791,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"7","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-02-15","2016-02-21",2,7,6184,"BIO / ALNATURA","KLASSISCHE JOGHURT",1,0,0,0,0
"8","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-02-22","2016-02-28",2,8,3394,"BIO / ALNATURA","KLASSISCHE JOGHURT",1,0,0,0,0
"9","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-02-29","2016-03-06",3,9,2854,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"10","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-03-07","2016-03-13",3,10,3092,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"11","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-03-14","2016-03-20",3,11,2924,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"12","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-03-21","2016-03-27",3,12,2735,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"13","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-03-28","2016-04-03",3,13,2346,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"14","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-04-04","2016-04-10",4,14,4994,"BIO / ALNATURA","KLASSISCHE JOGHURT",1,0,0,0,0
"15","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-04-11","2016-04-17",4,15,3123,"BIO / ALNATURA","KLASSISCHE JOGHURT",1,0,1,0,0
"16","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-04-18","2016-04-24",4,16,2655,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"17","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-04-25","2016-05-01",4,17,2700,"BIO / ALNATURA","KLASSISCHE JOGHURT",1,0,1,0,0
"18","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-05-02","2016-05-08",5,18,2571,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"19","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-05-09","2016-05-15",5,19,6585,"BIO / ALNATURA","KLASSISCHE JOGHURT",1,0,0,0,0
"20","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-05-16","2016-05-22",5,20,2616,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"21","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-05-23","2016-05-29",5,21,2664,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"22","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-05-30","2016-06-05",6,22,2984,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"23","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-06-06","2016-06-12",6,23,2769,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"24","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-06-13","2016-06-19",6,24,2921,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,1,0,0
"25","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-06-20","2016-06-26",6,25,5093,"BIO / ALNATURA","KLASSISCHE JOGHURT",1,0,1,0,0
"26","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-06-27","2016-07-03",6,26,2889,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"27","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-07-04","2016-07-10",7,27,2372,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"28","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-07-11","2016-07-17",7,28,1996,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"29","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-07-18","2016-07-24",7,29,2065,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"30","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-07-25","2016-07-31",7,30,2124,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"31","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-08-01","2016-08-07",8,31,2032,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"32","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-08-08","2016-08-14",8,32,2296,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
"33","BIO FAIRT.JOG.MOKKA 180G",2016,"2016-08-15","2016-08-21",8,33,2503,"BIO / ALNATURA","KLASSISCHE JOGHURT",0,0,0,0,0
