"article_name","year","yrwk_start","yrwk_end","month","week","sales","category_1","category_2","promo_01","promo_02","promo_03","promo_04","promo_05"
"1","VALFLORA CREME FRAICHE NA",2016,"2016-01-04","2016-01-10",1,1,8190,"RAHM","SAUERRAHM",0,0,0,0,0
"2","VALFLORA CREME FRAICHE NA",2016,"2016-01-11","2016-01-17",1,2,7685,"RAHM","SAUERRAHM",0,0,0,0,0
"3","VALFLORA CREME FRAICHE NA",2016,"2016-01-18","2016-01-24",1,3,8609,"RAHM","SAUERRAHM",0,0,0,0,0
"4","VALFLORA CREME FRAICHE NA",2016,"2016-01-25","2016-01-31",1,4,10893,"RAHM","SAUERRAHM",1,0,0,0,0
"5","VALFLORA CREME FRAICHE NA",2016,"2016-02-01","2016-02-07",2,5,7471,"RAHM","SAUERRAHM",0,0,0,0,0
"6","VALFLORA CREME FRAICHE NA",2016,"2016-02-08","2016-02-14",2,6,8279,"RAHM","SAUERRAHM",0,0,0,0,0
"7","VALFLORA CREME FRAICHE NA",2016,"2016-02-15","2016-02-21",2,7,8940,"RAHM","SAUERRAHM",0,0,0,0,0
"8","VALFLORA CREME FRAICHE NA",2016,"2016-02-22","2016-02-28",2,8,8789,"RAHM","SAUERRAHM",1,0,0,0,0
"9","VALFLORA CREME FRAICHE NA",2016,"2016-02-29","2016-03-06",3,9,8441,"RAHM","SAUERRAHM",0,0,0,0,0
"10","VALFLORA CREME FRAICHE NA",2016,"2016-03-07","2016-03-13",3,10,8804,"RAHM","SAUERRAHM",0,0,0,0,0
"11","VALFLORA CREME FRAICHE NA",2016,"2016-03-14","2016-03-20",3,11,8534,"RAHM","SAUERRAHM",0,0,0,0,0
"12","VALFLORA CREME FRAICHE NA",2016,"2016-03-21","2016-03-27",3,12,11851,"RAHM","SAUERRAHM",0,0,0,0,0
"13","VALFLORA CREME FRAICHE NA",2016,"2016-03-28","2016-04-03",3,13,7767,"RAHM","SAUERRAHM",0,0,0,0,0
"14","VALFLORA CREME FRAICHE NA",2016,"2016-04-04","2016-04-10",4,14,8554,"RAHM","SAUERRAHM",0,0,0,0,0
