"article_name","year","yrwk_start","yrwk_end","month","week","sales","category_1","category_2","promo_01","promo_02","promo_03","promo_04","promo_05"
"1","MB JOGHURT NATUR 500G",2016,"2016-01-04","2016-01-10",1,1,7930,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"2","MB JOGHURT NATUR 500G",2016,"2016-01-11","2016-01-17",1,2,7729,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"3","MB JOGHURT NATUR 500G",2016,"2016-01-18","2016-01-24",1,3,7501,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"4","MB JOGHURT NATUR 500G",2016,"2016-01-25","2016-01-31",1,4,7747,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"5","MB JOGHURT NATUR 500G",2016,"2016-02-01","2016-02-07",2,5,7228,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"6","MB JOGHURT NATUR 500G",2016,"2016-02-08","2016-02-14",2,6,7700,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"7","MB JOGHURT NATUR 500G",2016,"2016-02-15","2016-02-21",2,7,7564,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"8","MB JOGHURT NATUR 500G",2016,"2016-02-22","2016-02-28",2,8,8310,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",1,0,0,0,0
"9","MB JOGHURT NATUR 500G",2016,"2016-02-29","2016-03-06",3,9,7753,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"10","MB JOGHURT NATUR 500G",2016,"2016-03-07","2016-03-13",3,10,7789,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"11","MB JOGHURT NATUR 500G",2016,"2016-03-14","2016-03-20",3,11,7675,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"12","MB JOGHURT NATUR 500G",2016,"2016-03-21","2016-03-27",3,12,8196,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"13","MB JOGHURT NATUR 500G",2016,"2016-03-28","2016-04-03",3,13,6608,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"14","MB JOGHURT NATUR 500G",2016,"2016-04-04","2016-04-10",4,14,7644,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"15","MB JOGHURT NATUR 500G",2016,"2016-04-11","2016-04-17",4,15,7876,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"16","MB JOGHURT NATUR 500G",2016,"2016-04-18","2016-04-24",4,16,7672,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"17","MB JOGHURT NATUR 500G",2016,"2016-04-25","2016-05-01",4,17,7537,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",1,0,1,0,0
"18","MB JOGHURT NATUR 500G",2016,"2016-05-02","2016-05-08",5,18,7274,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"19","MB JOGHURT NATUR 500G",2016,"2016-05-09","2016-05-15",5,19,8263,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"20","MB JOGHURT NATUR 500G",2016,"2016-05-16","2016-05-22",5,20,7333,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"21","MB JOGHURT NATUR 500G",2016,"2016-05-23","2016-05-29",5,21,7824,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"22","MB JOGHURT NATUR 500G",2016,"2016-05-30","2016-06-05",6,22,8273,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"23","MB JOGHURT NATUR 500G",2016,"2016-06-06","2016-06-12",6,23,8289,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"24","MB JOGHURT NATUR 500G",2016,"2016-06-13","2016-06-19",6,24,8269,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,1,0,0
"25","MB JOGHURT NATUR 500G",2016,"2016-06-20","2016-06-26",6,25,8121,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"26","MB JOGHURT NATUR 500G",2016,"2016-06-27","2016-07-03",6,26,8403,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"27","MB JOGHURT NATUR 500G",2016,"2016-07-04","2016-07-10",7,27,7639,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"28","MB JOGHURT NATUR 500G",2016,"2016-07-11","2016-07-17",7,28,6504,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"29","MB JOGHURT NATUR 500G",2016,"2016-07-18","2016-07-24",7,29,6581,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"30","MB JOGHURT NATUR 500G",2016,"2016-07-25","2016-07-31",7,30,6908,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"31","MB JOGHURT NATUR 500G",2016,"2016-08-01","2016-08-07",8,31,6566,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"32","MB JOGHURT NATUR 500G",2016,"2016-08-08","2016-08-14",8,32,7132,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"33","MB JOGHURT NATUR 500G",2016,"2016-08-15","2016-08-21",8,33,7475,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"34","MB JOGHURT NATUR 500G",2016,"2016-08-22","2016-08-28",8,34,7777,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",1,0,0,0,0
"35","MB JOGHURT NATUR 500G",2016,"2016-08-29","2016-09-04",9,35,7784,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",1,0,0,0,0
"36","MB JOGHURT NATUR 500G",2016,"2016-09-05","2016-09-11",9,36,7801,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"37","MB JOGHURT NATUR 500G",2016,"2016-09-12","2016-09-18",9,37,7585,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"38","MB JOGHURT NATUR 500G",2016,"2016-09-19","2016-09-25",9,38,7265,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"39","MB JOGHURT NATUR 500G",2016,"2016-09-26","2016-10-02",9,39,7428,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"40","MB JOGHURT NATUR 500G",2016,"2016-10-03","2016-10-09",10,40,6690,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"41","MB JOGHURT NATUR 500G",2016,"2016-10-10","2016-10-16",10,41,6659,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"42","MB JOGHURT NATUR 500G",2016,"2016-10-17","2016-10-23",10,42,7162,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",1,0,1,0,0
"43","MB JOGHURT NATUR 500G",2016,"2016-10-24","2016-10-30",10,43,6969,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",1,0,0,0,0
"44","MB JOGHURT NATUR 500G",2016,"2016-10-31","2016-11-06",11,44,6977,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",1,0,0,0,0
"45","MB JOGHURT NATUR 500G",2016,"2016-11-07","2016-11-13",11,45,7066,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",0,0,0,0,0
"46","MB JOGHURT NATUR 500G",2016,"2016-11-14","2016-11-20",11,46,7165,"JOGHURT 500G / MFP","BECHER 500G ODER MEHR",1,0,0,0,0
