"article_name","year","yrwk_start","yrwk_end","month","week","sales","category_1","category_2","promo_01","promo_02","promo_03","promo_04","promo_05"
"1","M-CLAS JOG. HIMBEER 200G",2016,"2016-01-04","2016-01-10",1,1,9044,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"2","M-CLAS JOG. HIMBEER 200G",2016,"2016-01-11","2016-01-17",1,2,8619,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"3","M-CLAS JOG. HIMBEER 200G",2016,"2016-01-18","2016-01-24",1,3,8841,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"4","M-CLAS JOG. HIMBEER 200G",2016,"2016-01-25","2016-01-31",1,4,7206,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"5","M-CLAS JOG. HIMBEER 200G",2016,"2016-02-01","2016-02-07",2,5,7839,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"6","M-CLAS JOG. HIMBEER 200G",2016,"2016-02-08","2016-02-14",2,6,8422,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"7","M-CLAS JOG. HIMBEER 200G",2016,"2016-02-15","2016-02-21",2,7,8720,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"8","M-CLAS JOG. HIMBEER 200G",2016,"2016-02-22","2016-02-28",2,8,7687,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"9","M-CLAS JOG. HIMBEER 200G",2016,"2016-02-29","2016-03-06",3,9,8555,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"10","M-CLAS JOG. HIMBEER 200G",2016,"2016-03-07","2016-03-13",3,10,8748,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"11","M-CLAS JOG. HIMBEER 200G",2016,"2016-03-14","2016-03-20",3,11,9006,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"12","M-CLAS JOG. HIMBEER 200G",2016,"2016-03-21","2016-03-27",3,12,7910,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"13","M-CLAS JOG. HIMBEER 200G",2016,"2016-03-28","2016-04-03",3,13,7451,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"14","M-CLAS JOG. HIMBEER 200G",2016,"2016-04-04","2016-04-10",4,14,8941,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"15","M-CLAS JOG. HIMBEER 200G",2016,"2016-04-11","2016-04-17",4,15,8953,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"16","M-CLAS JOG. HIMBEER 200G",2016,"2016-04-18","2016-04-24",4,16,7662,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"17","M-CLAS JOG. HIMBEER 200G",2016,"2016-04-25","2016-05-01",4,17,8245,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,1,0,0
"18","M-CLAS JOG. HIMBEER 200G",2016,"2016-05-02","2016-05-08",5,18,8739,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"19","M-CLAS JOG. HIMBEER 200G",2016,"2016-05-09","2016-05-15",5,19,9975,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"20","M-CLAS JOG. HIMBEER 200G",2016,"2016-05-16","2016-05-22",5,20,8376,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"21","M-CLAS JOG. HIMBEER 200G",2016,"2016-05-23","2016-05-29",5,21,9017,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"22","M-CLAS JOG. HIMBEER 200G",2016,"2016-05-30","2016-06-05",6,22,9355,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"23","M-CLAS JOG. HIMBEER 200G",2016,"2016-06-06","2016-06-12",6,23,9504,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"24","M-CLAS JOG. HIMBEER 200G",2016,"2016-06-13","2016-06-19",6,24,9622,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,1,0,0
"25","M-CLAS JOG. HIMBEER 200G",2016,"2016-06-20","2016-06-26",6,25,9571,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"26","M-CLAS JOG. HIMBEER 200G",2016,"2016-06-27","2016-07-03",6,26,9483,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"27","M-CLAS JOG. HIMBEER 200G",2016,"2016-07-04","2016-07-10",7,27,8731,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"28","M-CLAS JOG. HIMBEER 200G",2016,"2016-07-11","2016-07-17",7,28,6693,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"29","M-CLAS JOG. HIMBEER 200G",2016,"2016-07-18","2016-07-24",7,29,7452,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"30","M-CLAS JOG. HIMBEER 200G",2016,"2016-07-25","2016-07-31",7,30,8585,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"31","M-CLAS JOG. HIMBEER 200G",2016,"2016-08-01","2016-08-07",8,31,8019,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"32","M-CLAS JOG. HIMBEER 200G",2016,"2016-08-08","2016-08-14",8,32,8906,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"33","M-CLAS JOG. HIMBEER 200G",2016,"2016-08-15","2016-08-21",8,33,9262,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"34","M-CLAS JOG. HIMBEER 200G",2016,"2016-08-22","2016-08-28",8,34,8034,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"35","M-CLAS JOG. HIMBEER 200G",2016,"2016-08-29","2016-09-04",9,35,8951,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"36","M-CLAS JOG. HIMBEER 200G",2016,"2016-09-05","2016-09-11",9,36,9010,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"37","M-CLAS JOG. HIMBEER 200G",2016,"2016-09-12","2016-09-18",9,37,8884,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"38","M-CLAS JOG. HIMBEER 200G",2016,"2016-09-19","2016-09-25",9,38,8750,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"39","M-CLAS JOG. HIMBEER 200G",2016,"2016-09-26","2016-10-02",9,39,8715,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"40","M-CLAS JOG. HIMBEER 200G",2016,"2016-10-03","2016-10-09",10,40,7864,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"41","M-CLAS JOG. HIMBEER 200G",2016,"2016-10-10","2016-10-16",10,41,7871,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"42","M-CLAS JOG. HIMBEER 200G",2016,"2016-10-17","2016-10-23",10,42,8656,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,1,0,0
"43","M-CLAS JOG. HIMBEER 200G",2016,"2016-10-24","2016-10-30",10,43,7044,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"44","M-CLAS JOG. HIMBEER 200G",2016,"2016-10-31","2016-11-06",11,44,7829,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"45","M-CLAS JOG. HIMBEER 200G",2016,"2016-11-07","2016-11-13",11,45,8496,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"46","M-CLAS JOG. HIMBEER 200G",2016,"2016-11-14","2016-11-20",11,46,8315,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"47","M-CLAS JOG. HIMBEER 200G",2016,"2016-11-21","2016-11-27",11,47,8126,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,1,0,0
"48","M-CLAS JOG. HIMBEER 200G",2016,"2016-11-28","2016-12-04",12,48,6620,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,1,0,0
"49","M-CLAS JOG. HIMBEER 200G",2016,"2016-12-05","2016-12-11",12,49,6557,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,1,0,0
"50","M-CLAS JOG. HIMBEER 200G",2016,"2016-12-12","2016-12-18",12,50,7579,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"51","M-CLAS JOG. HIMBEER 200G",2016,"2016-12-19","2016-12-25",12,51,8163,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"52","M-CLAS JOG. HIMBEER 200G",2016,"2016-12-26","2017-01-01",12,52,6181,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"53","M-CLAS JOG. HIMBEER 200G",2017,"2017-01-02","2017-01-08",1,1,7650,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"54","M-CLAS JOG. HIMBEER 200G",2017,"2017-01-09","2017-01-15",1,2,8530,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"55","M-CLAS JOG. HIMBEER 200G",2017,"2017-01-16","2017-01-22",1,3,8120,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"56","M-CLAS JOG. HIMBEER 200G",2017,"2017-01-23","2017-01-29",1,4,8679,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"57","M-CLAS JOG. HIMBEER 200G",2017,"2017-01-30","2017-02-05",2,5,7342,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"58","M-CLAS JOG. HIMBEER 200G",2017,"2017-02-06","2017-02-12",2,6,7766,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"59","M-CLAS JOG. HIMBEER 200G",2017,"2017-02-13","2017-02-19",2,7,8153,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"60","M-CLAS JOG. HIMBEER 200G",2017,"2017-02-20","2017-02-26",2,8,8385,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"61","M-CLAS JOG. HIMBEER 200G",2017,"2017-02-27","2017-03-05",3,9,8979,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"62","M-CLAS JOG. HIMBEER 200G",2017,"2017-03-06","2017-03-12",3,10,9052,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"63","M-CLAS JOG. HIMBEER 200G",2017,"2017-03-13","2017-03-19",3,11,7646,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"64","M-CLAS JOG. HIMBEER 200G",2017,"2017-03-20","2017-03-26",3,12,8529,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"65","M-CLAS JOG. HIMBEER 200G",2017,"2017-03-27","2017-04-02",3,13,9200,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"66","M-CLAS JOG. HIMBEER 200G",2017,"2017-04-03","2017-04-09",4,14,9493,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"67","M-CLAS JOG. HIMBEER 200G",2017,"2017-04-10","2017-04-16",4,15,9316,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"68","M-CLAS JOG. HIMBEER 200G",2017,"2017-04-17","2017-04-23",4,16,7225,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"69","M-CLAS JOG. HIMBEER 200G",2017,"2017-04-24","2017-04-30",4,17,8793,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"70","M-CLAS JOG. HIMBEER 200G",2017,"2017-05-01","2017-05-07",5,18,9021,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"71","M-CLAS JOG. HIMBEER 200G",2017,"2017-05-08","2017-05-14",5,19,8780,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"72","M-CLAS JOG. HIMBEER 200G",2017,"2017-05-15","2017-05-21",5,20,6885,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"73","M-CLAS JOG. HIMBEER 200G",2017,"2017-05-22","2017-05-28",5,21,7385,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"74","M-CLAS JOG. HIMBEER 200G",2017,"2017-05-29","2017-06-04",6,22,9160,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"75","M-CLAS JOG. HIMBEER 200G",2017,"2017-06-05","2017-06-11",6,23,7841,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"76","M-CLAS JOG. HIMBEER 200G",2017,"2017-06-12","2017-06-18",6,24,7732,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"77","M-CLAS JOG. HIMBEER 200G",2017,"2017-06-19","2017-06-25",6,25,8935,"KLASSISCHE JOGHURT","JOGHURT STANDARD",1,0,0,0,0
"78","M-CLAS JOG. HIMBEER 200G",2017,"2017-06-26","2017-07-02",6,26,8327,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"79","M-CLAS JOG. HIMBEER 200G",2017,"2017-07-03","2017-07-09",7,27,8236,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"80","M-CLAS JOG. HIMBEER 200G",2017,"2017-07-10","2017-07-16",7,28,7551,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"81","M-CLAS JOG. HIMBEER 200G",2017,"2017-07-17","2017-07-23",7,29,6154,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"82","M-CLAS JOG. HIMBEER 200G",2017,"2017-07-24","2017-07-30",7,30,6588,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
"83","M-CLAS JOG. HIMBEER 200G",2017,"2017-07-31","2017-08-06",8,31,7313,"KLASSISCHE JOGHURT","JOGHURT STANDARD",0,0,0,0,0
